FTHG,FTAG,Date,FTR,HomeTeam,AwayTeam
1,0,17/09/2000,H,Vitesse,RKC Waalwijk
0,2,17/09/2000,A,RBC Roosendaal,FC Groningen
1,1,17/09/2000,D,NEC Nijmegen,Fortuna Sittard
3,2,17/09/2000,H,AZ Alkmaar,Ajax
2,0,22/09/2000,H,Ajax,RBC Roosendaal
1,4,23/09/2000,A,Fortuna Sittard,Vitesse
1,3,24/09/2000,A,FC Groningen,FC Utrecht
2,0,24/09/2000,H,NAC Breda,Willem II
0,0,24/09/2000,D,RKC Waalwijk,NEC Nijmegen
3,1,24/09/2000,H,FC Twente,De Graafschap
4,2,01/10/2000,H,Roda JC,AZ Alkmaar
2,1,01/10/2000,H,Vitesse,FC Utrecht
1,2,01/10/2000,A,Sparta Rotterdam,Willem II
2,3,01/10/2000,A,De Graafschap,Feyenoord
0,1,01/10/2000,A,FC Groningen,PSV Eindhoven
1,1,01/10/2000,D,RKC Waalwijk,FC Twente
2,2,02/10/2000,D,SC Heerenveen,Ajax
3,1,13/10/2000,H,AZ Alkmaar,NAC Breda
1,1,14/10/2000,D,SC Heerenveen,RKC Waalwijk
0,0,14/10/2000,D,PSV Eindhoven,NEC Nijmegen
2,0,14/10/2000,H,Roda JC,FC Groningen
1,1,14/10/2000,D,FC Twente,Fortuna Sittard
6,2,14/10/2000,H,Willem II,FC Utrecht
2,4,15/10/2000,A,RBC Roosendaal,De Graafschap
1,4,15/10/2000,A,Sparta Rotterdam,Feyenoord
3,2,15/10/2000,H,Vitesse,Ajax
4,2,20/10/2000,H,Ajax,Roda JC
2,0,21/10/2000,H,Feyenoord,SC Heerenveen
3,1,21/10/2000,H,FC Twente,Sparta Rotterdam
1,1,21/10/2000,D,De Graafschap,Willem II
4,0,22/10/2000,H,FC Groningen,Fortuna Sittard
5,3,22/10/2000,H,FC Utrecht,RBC Roosendaal
0,2,22/10/2000,A,AZ Alkmaar,Vitesse
1,2,27/10/2000,A,Fortuna Sittard,NAC Breda
5,0,27/10/2000,H,AZ Alkmaar,FC Twente
1,0,28/10/2000,H,SC Heerenveen,De Graafschap
3,0,29/10/2000,H,NEC Nijmegen,Willem II
1,1,29/10/2000,D,PSV Eindhoven,Ajax
0,1,29/10/2000,A,Roda JC,RKC Waalwijk
2,0,29/10/2000,H,Sparta Rotterdam,FC Groningen
1,1,29/10/2000,D,FC Utrecht,Feyenoord
1,1,01/11/2000,D,SC Heerenveen,Sparta Rotterdam
1,0,01/11/2000,H,Roda JC,Fortuna Sittard
4,1,01/11/2000,H,RKC Waalwijk,FC Utrecht
2,0,01/11/2000,H,PSV Eindhoven,Vitesse
2,1,01/11/2000,H,NEC Nijmegen,De Graafschap
5,1,02/11/2000,H,Feyenoord,RBC Roosendaal
